,#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
14825,14826,opinion,2737431428,28,"my family's opinion is that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",not verified,active,5953.0,2324.0,584.0,54.0,9.0
14826,14827,opinion,3121223149,8,my family's opinion is that 90% of goods are shipped by ocean freight,verified,active,9430.0,888.0,126.0,16.0,1.0
14827,14828,opinion,3702400815,5,my family's opinion is that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,active,6347.0,1051.0,22.0,6.0,2.0
14828,14829,opinion,7481464584,22,my family's opinion is that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,4499.0,1215.0,338.0,27.0,9.0
14829,14830,opinion,3236261018,51,my family's opinion is that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,not verified,active,2487.0,310.0,20.0,1.0,0.0
14830,14831,opinion,2739833941,51,my family's opinion is that most car horns honk in the key of f,not verified,active,3559.0,742.0,12.0,4.0,0.0
14831,14832,opinion,3851717156,48,my family's opinion is that the average car contains over 30000 unique parts,not verified,active,8976.0,1592.0,279.0,3.0,1.0
14832,14833,opinion,2759067251,36,my family's opinion is that 90% of drivers admit to singing in the car,not verified,active,4568.0,1758.0,694.0,25.0,7.0
14833,14834,opinion,2520446953,33,my family's opinion is that the oldest playable musical instruments were found in china,not verified,active,5107.0,2025.0,669.0,5.0,0.0
14834,14835,opinion,1855261224,10,my family's opinion is that the origins of the banjo instrument begin in africa,not verified,active,291.0,35.0,12.0,0.0,0.0
14835,14836,opinion,2748112834,22,my family's opinion is that vinyl record sales now surpass compact disc sales,verified,active,3271.0,329.0,111.0,5.0,2.0
14836,14837,opinion,3355426694,47,"my family's opinion is that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,active,319.0,33.0,4.0,0.0,0.0
14837,14838,opinion,2112901576,49,my family's opinion is that violins are constructed from 70 individual wooden pieces,not verified,active,3544.0,262.0,43.0,6.0,1.0
14838,14839,opinion,4481792629,38,my family's opinion is that over 60% of the world's population has access to the internet,not verified,active,2006.0,499.0,122.0,1.0,0.0
14839,14840,opinion,1824868069,20,my family's opinion is that about half of the world's population can access the web via a mobile device,verified,active,355.0,107.0,7.0,2.0,1.0
14840,14841,opinion,3746066823,20,my family's opinion is that it would take a 50 petabyte drive to store every written work ever created,not verified,active,8435.0,1604.0,599.0,28.0,8.0
14841,14842,opinion,7863714285,51,my family's opinion is that half of retail purchases are now made through a mobile device,not verified,active,5960.0,835.0,317.0,4.0,1.0
14842,14843,opinion,4111635347,14,my family's opinion is that the longest recorded cricket match lasted 14 days,not verified,active,3825.0,364.0,2.0,8.0,2.0
14843,14844,opinion,6015758192,32,my family's opinion is that badminton is the fastest ball and net sport in the world,verified,under review,6024.0,2583.0,666.0,9.0,1.0
14844,14845,opinion,6539288424,47,my family's opinion is that the first cricket balls were made of tightly packed sheep wool.,not verified,active,8807.0,1896.0,428.0,19.0,2.0
14845,14846,opinion,2410544157,58,my family's opinion is that kite flying is a professional sport in thailand.,not verified,active,7861.0,1510.0,13.0,18.0,5.0
14846,14847,opinion,4991759972,45,"my family's opinion is that at the first modern olympics, winners were awarded silver medals",not verified,active,7930.0,2696.0,248.0,3.0,0.0
14847,14848,opinion,4886303689,12,my family's opinion is that the concorde was the fastest passenger jet ever,verified,active,6434.0,2014.0,29.0,32.0,8.0
14848,14849,opinion,2084464323,25,my family's opinion is that the longest commercial flight in history took around 30 hours,not verified,active,4337.0,287.0,46.0,0.0,0.0
14849,14850,opinion,7771493900,8,my family's opinion is that the longest possible train journey in the world is from portugal to singapore,not verified,active,9316.0,3415.0,928.0,60.0,19.0
14850,14851,opinion,3498449461,14,my family's opinion is that the first cruise ship set sail in 1900,not verified,active,5544.0,355.0,52.0,6.0,1.0
14851,14852,opinion,8962704012,52,"my family's opinion is that london, england has the world's oldest subway system",verified,active,1334.0,563.0,38.0,9.0,3.0
14852,14853,opinion,9776183849,51,my family's opinion is that there are currently over 300 cruise ships operating around the world,not verified,active,2820.0,570.0,99.0,13.0,3.0
14853,14854,opinion,5160832007,41,"my family's opinion is that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,6685.0,2821.0,770.0,68.0,2.0
14854,14855,opinion,2105465445,50,"my family's opinion is that a common garden snail has over 12,000 teeth",not verified,active,1307.0,399.0,52.0,4.0,1.0
14855,14856,opinion,3728531839,47,my family's opinion is that some ants can lift up to 20 times their own body weight,not verified,active,9230.0,1898.0,667.0,37.0,9.0
14856,14857,opinion,6290506779,45,my family's opinion is that we only see the same side of the moon,not verified,active,3841.0,1429.0,141.0,24.0,9.0
14857,14858,opinion,7141053843,46,my family's opinion is that sputnik was the first artificial satellite in space,not verified,active,5293.0,1939.0,106.0,11.0,3.0
14858,14859,opinion,2412975544,45,my family's opinion is that the moon was once part of the earth,not verified,active,6195.0,420.0,158.0,5.0,1.0
14859,14860,opinion,6479540325,10,my family's opinion is that neptune radiates more heat than it gets from the sun,not verified,under review,3741.0,1598.0,367.0,38.0,5.0
14860,14861,opinion,7111659127,24,my family's opinion is that a day on mars is about the same length as on earth,not verified,active,617.0,190.0,34.0,1.0,0.0
14861,14862,opinion,4364410120,48,"my family's opinion is that about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,active,1672.0,161.0,2.0,3.0,0.0
14862,14863,opinion,5032878083,33,my family's opinion is that marie curie is the only person with two nobel prizes in different sciences,not verified,active,212.0,17.0,3.0,0.0,0.0
14863,14864,opinion,5594580646,42,my family's opinion is that new parents lose around 750 hours of sleep in the first year of their first child’s life,verified,active,1485.0,463.0,167.0,3.0,1.0
14864,14865,opinion,2174502809,5,my family's opinion is that canned pumpkins do not contain actual pumpkins,not verified,active,2772.0,449.0,9.0,7.0,0.0
14865,14866,opinion,9240340582,29,my family's opinion is that bathwater stays warmer for a longer duration with bubbles,not verified,active,7317.0,711.0,40.0,9.0,0.0
14866,14867,opinion,8490903751,8,my family's opinion is that the pupil of a goat is rectangular,verified,active,5061.0,999.0,277.0,16.0,0.0
14867,14868,opinion,5573422350,46,my family's opinion is that dogs can understand up to 250 hand gestures and words,not verified,active,874.0,376.0,132.0,4.0,1.0
14868,14869,opinion,4259998758,37,my family's opinion is that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,active,1198.0,199.0,35.0,2.0,1.0
14869,14870,opinion,2139143653,9,my family's opinion is that chihuahuas have the largest brain among dogs,not verified,active,1391.0,26.0,3.0,0.0,0.0
14870,14871,opinion,4484678449,15,my family's opinion is that a banana is technically a berry,not verified,active,1127.0,334.0,102.0,1.0,0.0
14871,14872,opinion,2681837778,46,my family's opinion is that elephants will console each other during stressful situations,not verified,active,4871.0,1227.0,443.0,13.0,3.0
14872,14873,opinion,2406831915,17,my family's opinion is that avocados never ripen while they are still attached to the tree,not verified,active,9878.0,214.0,70.0,3.0,1.0
14873,14874,opinion,5293118633,35,my family's opinion is that china owns all of the pandas in the world,not verified,active,5897.0,5.0,1.0,0.0,0.0
14874,14875,opinion,4064331345,48,my family's opinion is that some trees in melbourne have email addresses,not verified,active,9370.0,4094.0,1394.0,67.0,8.0
14875,14876,opinion,9181234088,46,my family's opinion is that typing keyboards were previously arranged alphabetically,not verified,active,2668.0,425.0,158.0,2.0,1.0
14876,14877,opinion,6610246601,18,my family's opinion is that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,verified,active,3335.0,1370.0,35.0,16.0,1.0
14877,14878,opinion,3532469796,16,my family's opinion is that a snail can sleep for three years,not verified,active,6024.0,1843.0,635.0,2.0,1.0
14878,14879,opinion,5738747028,6,my family's opinion is that artificial banana flavoring is based on an extinct banana type,not verified,active,1432.0,121.0,22.0,0.0,0.0
14879,14880,opinion,1743950304,54,my family's opinion is that insects are attracted to light because of the moon,not verified,active,2572.0,330.0,86.0,3.0,0.0
14880,14881,opinion,2864031261,29,"my family's opinion is that your heart beats 100,000 times a day",not verified,active,9730.0,3976.0,141.0,26.0,2.0
14881,14882,opinion,6678425510,16,my family's opinion is that j is the only letter that doesn’t appear on the periodic table of elements,not verified,active,7056.0,844.0,137.0,15.0,5.0
14882,14883,opinion,5489506936,24,my family's opinion is that the eiffel tower leans away from the sun,not verified,active,5439.0,142.0,13.0,3.0,0.0
14883,14884,opinion,4975901192,59,my family's opinion is that ancient egyptians slept on pillows made of stone,not verified,active,3188.0,104.0,20.0,2.0,1.0
14884,14885,opinion,8052381989,55,my family's opinion is that the microwave oven was an accidental invention,not verified,active,2148.0,733.0,86.0,8.0,0.0
14885,14886,opinion,5686830863,54,my family's opinion is that a blue whale's heartbeat can be heard from two miles away,not verified,active,1645.0,525.0,64.0,10.0,0.0
14886,14887,opinion,1553983959,55,my family's opinion is that the red-billed quelea is the most common bird on earth,not verified,active,6035.0,1085.0,19.0,13.0,0.0
14887,14888,opinion,5220162626,24,"my family's opinion is that one type of parrot, kea parrots, laugh together when they're in a good mood",not verified,active,425.0,177.0,37.0,2.0,0.0
14888,14889,opinion,5895297654,38,my family's opinion is that neptune was the first planet that was discovered before being seen through a telescope,not verified,under review,9465.0,888.0,143.0,22.0,8.0
14889,14890,opinion,8430206083,52,my family's opinion is that only one-fourth of the sahara desert is sandy,not verified,active,3413.0,783.0,161.0,2.0,1.0
14890,14891,opinion,7075711732,26,my family's opinion is that human ears and noses never stop growing,not verified,active,9335.0,1707.0,518.0,41.0,12.0
14891,14892,opinion,3985976068,38,my family's opinion is that the first commercial airplane flight lasted 23 minutes,not verified,active,5609.0,797.0,15.0,4.0,1.0
14892,14893,opinion,5995466346,27,my family's opinion is that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,9252.0,802.0,112.0,6.0,0.0
14893,14894,opinion,7003921987,31,my family's opinion is that a candle’s flame is blue in zero gravity,not verified,active,7958.0,100.0,36.0,1.0,0.0
14894,14895,opinion,9462224150,45,my family's opinion is that x-rays can’t distinguish real diamonds from fake ones,not verified,under review,2428.0,630.0,7.0,3.0,1.0
14895,14896,opinion,2956039642,37,my family's opinion is that children are born less frequently on saturdays,not verified,active,4086.0,1008.0,336.0,0.0,0.0
14896,14897,opinion,9878135781,22,my family's opinion is that human eyeballs do not grow or change their size as they age,not verified,active,2068.0,603.0,57.0,1.0,0.0
14897,14898,opinion,2815573552,51,my family's opinion is that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,not verified,active,7856.0,1196.0,85.0,29.0,1.0
14898,14899,opinion,9747901406,43,my family's opinion is that leeches were historically used to predict the weather,not verified,active,7929.0,2885.0,758.0,7.0,1.0
14899,14900,opinion,9496758585,57,my family's opinion is that bottled water has an expiration date,not verified,active,3862.0,1329.0,253.0,30.0,7.0
14900,14901,opinion,8782912389,9,my family's opinion is that the world’s largest pyramid cannot be found in egypt,not verified,active,5301.0,1292.0,500.0,13.0,1.0
14901,14902,opinion,2786829355,43,my family's opinion is that sea otters are born unable to swim,not verified,active,6255.0,2252.0,849.0,11.0,4.0
14902,14903,opinion,2135684826,11,my family's opinion is that snakes can predict earthquakes,not verified,active,729.0,96.0,8.0,0.0,0.0
14903,14904,opinion,9474585455,28,"my family's opinion is that in a deck of cards, the king of hearts is the only king without a mustache",not verified,active,1627.0,180.0,24.0,3.0,1.0
14904,14905,opinion,6870152583,54,my family's opinion is that the opposite sides of dice will always equal 7,not verified,active,771.0,142.0,45.0,1.0,0.0
14905,14906,opinion,6183736616,56,my family's opinion is that cats can't taste sweet flavors,not verified,active,2781.0,1137.0,433.0,26.0,9.0
14906,14907,opinion,3680662725,9,my family's opinion is that frigate birds can sleep while flying,not verified,active,2936.0,363.0,137.0,4.0,1.0
14907,14908,opinion,9262952281,48,my family's opinion is that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,6614.0,1393.0,390.0,19.0,7.0
14908,14909,opinion,3901382790,27,my family's opinion is that sloths can hold their breaths longer than dolphins,verified,active,5701.0,423.0,157.0,1.0,0.0
14909,14910,opinion,6153936945,54,my family's opinion is that ravens are always aware when someone is watching them,not verified,active,6058.0,1150.0,364.0,20.0,1.0
14910,14911,opinion,8755772614,34,my family's opinion is that baby octopuses are the size of a flea,not verified,active,8240.0,1674.0,594.0,25.0,4.0
14911,14912,opinion,8639478474,55,my family's opinion is that there are 366 dimples on a regulation golf ball,not verified,active,3524.0,1525.0,555.0,34.0,0.0
14912,14913,opinion,6059064453,50,my family's opinion is that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,2252.0,723.0,101.0,16.0,3.0
14913,14914,opinion,3110953532,28,my family's opinion is that redwoods are the tallest trees,not verified,active,9717.0,3608.0,626.0,68.0,4.0
14914,14915,opinion,4233638859,18,my family's opinion is that strawberries are the only known fruit to grow their seeds externally,not verified,banned,3749.0,315.0,33.0,7.0,1.0
14915,14916,opinion,7365319160,42,my family's thinking is that nucelear fission is now being used to produce electricity,not verified,active,2092.0,742.0,260.0,11.0,3.0
14916,14917,opinion,6583532648,15,my family's thinking is that new elements have been discovered outside the periodic table,not verified,active,3584.0,1298.0,71.0,16.0,1.0
14917,14918,opinion,3728369956,49,my family's thinking is that earth days are getting longer over time due to orbital expansion,not verified,active,2356.0,467.0,124.0,11.0,2.0
14918,14919,opinion,1327601215,17,my family's thinking is that there are more microorganisms in one teaspoon of soil than people on the planet,verified,active,137.0,49.0,13.0,1.0,0.0
14919,14920,opinion,2829928878,57,my family's thinking is that it snows in the sahara desert,not verified,banned,4878.0,285.0,53.0,1.0,0.0
14920,14921,opinion,6484584890,53,my family's thinking is that canada has the most lakes in the world,verified,active,8231.0,2141.0,813.0,26.0,7.0
14921,14922,opinion,3317501548,33,my family's thinking is that the most productive work day of the week is tuesday,verified,active,7522.0,602.0,217.0,7.0,0.0
14922,14923,opinion,6043261768,56,my family's thinking is that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,active,6999.0,548.0,53.0,7.0,1.0
14923,14924,opinion,9049971910,34,my family's thinking is that mobile phone use in india is nearly 100%,not verified,active,4299.0,454.0,153.0,3.0,1.0
14924,14925,opinion,3806039731,52,my family's thinking is that more businesses will be owned by women than men by 2045,not verified,active,5768.0,1397.0,434.0,24.0,4.0
14925,14926,opinion,3230189186,16,my family's thinking is that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,7034.0,953.0,37.0,13.0,2.0
14926,14927,opinion,6026539705,54,my family's thinking is that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,not verified,banned,350.0,3.0,0.0,0.0,0.0
14927,14928,opinion,6555299349,46,my family's thinking is that 1 billion cars are currently in use around the world,not verified,active,6673.0,717.0,118.0,6.0,2.0
14928,14929,opinion,2474997966,24,my family's thinking is that elvis presley has sold more records than the music band the beatles,not verified,active,8066.0,397.0,114.0,0.0,0.0
14929,14930,opinion,5814124221,55,my family's thinking is that the band metallica is the first and only group to play on all seven continents,not verified,active,8785.0,3865.0,1082.0,52.0,16.0
14930,14931,opinion,2810821734,53,"my family's thinking is that the oldest surviving song is around 3,500 years old",not verified,under review,3276.0,646.0,208.0,3.0,1.0
14931,14932,opinion,5561781713,35,"my family's thinking is that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",not verified,active,4287.0,1635.0,518.0,16.0,6.0
14932,14933,opinion,5320174976,5,"my family's thinking is that the best selling single of all time is ""white christmas"" by bing crosby",not verified,active,625.0,56.0,7.0,1.0,0.0
14933,14934,opinion,7968926199,58,my family's thinking is that the harmonica is the best selling musical instrument,not verified,active,1237.0,204.0,56.0,4.0,1.0
14934,14935,opinion,5311265581,28,my family's thinking is that over 60% of the world's population has access to the internet,not verified,active,9882.0,565.0,198.0,9.0,1.0
14935,14936,opinion,1937638427,48,my family's thinking is that about half of the world's population can access the web via a mobile device,not verified,active,5803.0,643.0,89.0,4.0,0.0
14936,14937,opinion,2247393629,52,my family's thinking is that it would take a 50 petabyte drive to store every written work ever created,not verified,active,7049.0,935.0,29.0,11.0,1.0
14937,14938,opinion,8778631876,60,my family's thinking is that singapore has the fastest internet connectivity in the world.,not verified,active,7659.0,1383.0,457.0,4.0,1.0
14938,14939,opinion,3382454123,33,my family's thinking is that an average user spends 40% of their day on the internet,not verified,active,4024.0,1455.0,92.0,31.0,9.0
14939,14940,opinion,8174735351,19,my family's thinking is that half of retail purchases are now made through a mobile device,not verified,active,1962.0,569.0,104.0,0.0,0.0
14940,14941,opinion,3568207929,37,my family's thinking is that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,8722.0,60.0,11.0,1.0,0.0
14941,14942,opinion,9622937345,30,my family's thinking is that the longest recorded cricket match lasted 14 days,not verified,active,7222.0,1148.0,61.0,29.0,2.0
14942,14943,opinion,5148903140,36,my family's thinking is that cannonballs were the first objects thrown in international shot put events in the early 1900s,not verified,active,1416.0,489.0,162.0,4.0,0.0
14943,14944,opinion,7163103156,31,my family's thinking is that the first cricket balls were made of tightly packed sheep wool.,not verified,active,5861.0,698.0,230.0,3.0,1.0
14944,14945,opinion,7250175835,8,my family's thinking is that american basketball legend wilt chamberlain never fouled out of a game,not verified,active,7971.0,1340.0,316.0,29.0,4.0
14945,14946,opinion,4249751019,5,"my family's thinking is that at the first modern olympics, winners were awarded silver medals",not verified,under review,3927.0,292.0,40.0,5.0,1.0
14946,14947,opinion,3204282339,51,my family's thinking is that the longest commercial flight in history took around 30 hours,verified,active,4294.0,1592.0,286.0,23.0,0.0
14947,14948,opinion,7504796713,18,"my family's thinking is that shanghai, china has the world's longest subway system",not verified,active,6964.0,585.0,51.0,13.0,5.0
14948,14949,opinion,5913024510,15,"my family's thinking is that london, england has the world's oldest subway system",verified,active,274.0,3.0,1.0,0.0,0.0
14949,14950,opinion,5229091121,34,my family's thinking is that a dog’s sense of smell is much more powerful than a human's,not verified,active,1692.0,265.0,4.0,3.0,1.0
14950,14951,opinion,4012645428,20,my family's thinking is that reindeer grow new antlers every year,not verified,active,1914.0,474.0,132.0,2.0,1.0
14951,14952,opinion,7984742690,12,my family's thinking is that adult cats only meow to humans,not verified,active,3324.0,1195.0,146.0,26.0,4.0
14952,14953,opinion,7202988330,17,my family's thinking is that some ants can lift up to 20 times their own body weight,not verified,active,5721.0,66.0,7.0,1.0,0.0
14953,14954,opinion,4101862280,49,my family's thinking is that the volcano olympus mons on mars is over 3 times taller than mount everest,verified,active,1208.0,157.0,38.0,2.0,1.0
14954,14955,opinion,3908791834,51,my family's thinking is that footprints left on the moon won’t disappear as there is no wind,not verified,active,9098.0,2463.0,227.0,51.0,6.0
14955,14956,opinion,8110573008,57,my family's thinking is that sputnik was the first artificial satellite in space,not verified,active,9439.0,1035.0,405.0,25.0,10.0
14956,14957,opinion,6774991776,26,my family's thinking is that the chinese began to document halley’s comet in 240 b.c.,not verified,active,4913.0,517.0,82.0,2.0,0.0
14957,14958,opinion,2670500223,14,my family's thinking is that the moon was once part of the earth,not verified,active,3904.0,1632.0,543.0,3.0,1.0
14958,14959,opinion,5713492760,45,my family's thinking is that sound actually travels in space,not verified,active,7965.0,2063.0,246.0,0.0,0.0
14959,14960,opinion,4180092758,44,"my family's thinking is that about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,active,6114.0,2177.0,567.0,12.0,1.0
14960,14961,opinion,4153412853,16,my family's thinking is that there’s a planet made of diamonds two times the size of earth,not verified,active,7277.0,127.0,23.0,3.0,1.0
14961,14962,opinion,5708704764,37,my family's thinking is that there might be a huge planet in this solar system,not verified,active,9424.0,323.0,52.0,4.0,1.0
14962,14963,opinion,9436660353,20,my family's thinking is that mars has running water,not verified,active,4116.0,440.0,44.0,11.0,4.0
14963,14964,opinion,1319194359,21,my family's thinking is that marie curie is the only person with two nobel prizes in different sciences,not verified,active,3853.0,608.0,165.0,12.0,3.0
14964,14965,opinion,6128137081,10,my family's thinking is that it takes an average of 364 licks to get to the center of a lollipop,not verified,active,3195.0,1078.0,188.0,12.0,1.0
14965,14966,opinion,7437666254,42,my family's thinking is that take out restaurants have been found in the remains of pompeii,not verified,banned,5646.0,403.0,125.0,5.0,1.0
14966,14967,opinion,9948725067,54,my family's thinking is that chihuahuas have the largest brain among dogs,not verified,active,125.0,46.0,15.0,0.0,0.0
14967,14968,opinion,4317650963,21,my family's thinking is that elephants will console each other during stressful situations,not verified,banned,4245.0,1781.0,539.0,23.0,3.0
14968,14969,opinion,2172249862,29,my family's thinking is that a snail can sleep for three years,not verified,active,2121.0,286.0,110.0,0.0,0.0
14969,14970,opinion,9500431224,21,my family's thinking is that a crocodile cannot stick its tongue out,not verified,active,4320.0,1457.0,307.0,33.0,4.0
14970,14971,opinion,8178515886,8,my family's thinking is that people don’t sneeze in their sleep,not verified,active,3507.0,42.0,4.0,1.0,0.0
14971,14972,opinion,4369125984,32,my family's thinking is that australia has a bright pink lake,not verified,active,1812.0,333.0,106.0,0.0,0.0
14972,14973,opinion,7690420491,33,my family's thinking is that j is the only letter that doesn’t appear on the periodic table of elements,not verified,active,218.0,37.0,0.0,0.0,0.0
14973,14974,opinion,3160624446,8,my family's thinking is that may 22nd is the least common birth date,not verified,active,1524.0,190.0,74.0,2.0,0.0
14974,14975,opinion,4295407904,39,my family's thinking is that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,verified,active,5609.0,122.0,23.0,0.0,0.0
14975,14976,opinion,5982601692,42,my family's thinking is that the eiffel tower leans away from the sun,not verified,active,4420.0,402.0,38.0,9.0,1.0
14976,14977,opinion,6685747940,11,my family's thinking is that the population of the united states increases by one person every 12 seconds,not verified,active,228.0,14.0,3.0,0.0,0.0
14977,14978,opinion,9970240129,47,my family's thinking is that the microwave oven was an accidental invention,not verified,active,8918.0,1841.0,286.0,24.0,3.0
14978,14979,opinion,5405044226,60,my family's thinking is that the tallest tower of cupcakes ever made was over 35 feet,not verified,under review,659.0,239.0,63.0,3.0,1.0
14979,14980,opinion,6893740377,50,my family's thinking is that a blue whale's heartbeat can be heard from two miles away,not verified,active,2246.0,824.0,72.0,3.0,1.0
14980,14981,opinion,2457694977,50,"my family's thinking is that the canary islands are named after types of dogs, not birds",not verified,active,5504.0,631.0,210.0,1.0,0.0
14981,14982,opinion,1959060830,58,my family's thinking is that the netherlands is home to the population of tallest humans on earth,verified,active,1235.0,350.0,114.0,2.0,1.0
14982,14983,opinion,9864886855,56,my family's thinking is that the longest location name on the planet earth is 85 letters in english.,not verified,active,1478.0,136.0,5.0,1.0,0.0
14983,14984,opinion,9568943971,13,my family's thinking is that the people who are currently alive are only 7% of the total number of people who have ever lived,not verified,active,3388.0,753.0,72.0,6.0,1.0
14984,14985,opinion,9511040744,36,my family's thinking is that sweden has the most islands of any country,not verified,active,7771.0,1126.0,92.0,5.0,2.0
14985,14986,opinion,6594226731,46,my family's thinking is that the red-billed quelea is the most common bird on earth,not verified,active,5161.0,710.0,168.0,6.0,0.0
14986,14987,opinion,5902016548,7,my family's thinking is that new zealanders have more pets per household than any other country,not verified,active,9528.0,639.0,172.0,6.0,1.0
14987,14988,opinion,9812681384,31,my family's thinking is that armadillos have bulletproof shells,not verified,active,9619.0,3456.0,461.0,16.0,5.0
14988,14989,opinion,6780332202,53,"my family's thinking is that blue whales eat 500,000 calories in 1 mouthful on average",not verified,active,5114.0,1632.0,446.0,26.0,9.0
14989,14990,opinion,6182064169,17,my family's thinking is that only one-fourth of the sahara desert is sandy,not verified,active,7806.0,78.0,9.0,1.0,0.0
14990,14991,opinion,7124342527,42,my family's thinking is that the first commercial airplane flight lasted 23 minutes,not verified,active,1938.0,704.0,273.0,10.0,2.0
14991,14992,opinion,1985922747,33,my family's thinking is that 170-year-old champagne was found under the baltic sea,not verified,active,6923.0,2693.0,798.0,51.0,5.0
14992,14993,opinion,7975866965,19,my family's thinking is that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,2795.0,596.0,23.0,10.0,2.0
14993,14994,opinion,4430556403,28,my family's thinking is that it is physically impossible for humans to keep their eyes open while sneezing,not verified,active,5301.0,1778.0,493.0,11.0,2.0
14994,14995,opinion,6695942277,17,my family's thinking is that the elasticity of rubber bands will last much longer when they are refrigerated,not verified,active,7446.0,379.0,98.0,3.0,1.0
14995,14996,opinion,2037558760,51,my family's thinking is that the largest pair of eyes in the world belongs to the giant squid,not verified,active,3668.0,1337.0,114.0,19.0,6.0
14996,14997,opinion,7237048781,49,my family's thinking is that a candle’s flame is blue in zero gravity,not verified,active,4484.0,667.0,5.0,11.0,2.0
14997,14998,opinion,5794360708,58,my family's thinking is that buttermilk does not contain any butter,not verified,active,8145.0,1261.0,490.0,19.0,4.0
14998,14999,opinion,8854449586,14,my family's thinking is that there are fewer stars in the sky than there are trees on earth,not verified,active,7115.0,1849.0,491.0,9.0,3.0
14999,15000,opinion,6595795170,57,my family's thinking is that outerspace partly smells like diesel fuel and barbeque,verified,active,4165.0,1324.0,518.0,22.0,0.0
15000,15001,opinion,3509824941,26,my family's thinking is that one strand of hair can hold up to 3 ounces of weight,not verified,active,5567.0,1155.0,251.0,4.0,1.0
15001,15002,opinion,2651726184,60,my family's thinking is that bottled water has an expiration date,not verified,active,6267.0,1643.0,362.0,18.0,7.0
15002,15003,opinion,9354820402,53,my family's thinking is that the world’s largest pyramid cannot be found in egypt,not verified,active,1966.0,873.0,25.0,6.0,2.0
15003,15004,opinion,3083697747,41,my family's thinking is that losing weight alters brain activity,not verified,active,6207.0,738.0,68.0,13.0,0.0
15004,15005,opinion,8603672302,49,my family's thinking is that more people speak english as their second language than those who use it as their primary language,not verified,banned,3370.0,1163.0,189.0,3.0,0.0
15005,15006,opinion,6375756193,47,my family's thinking is that triskaidekaphobia is the fear of the number 13,not verified,active,4804.0,1288.0,487.0,3.0,1.0
15006,15007,opinion,5946744799,14,my family's thinking is that snakes can predict earthquakes,not verified,active,2204.0,195.0,14.0,4.0,2.0
15007,15008,opinion,8632063449,11,my family's thinking is that the opposite sides of dice will always equal 7,not verified,active,9195.0,3298.0,1110.0,27.0,0.0
15008,15009,opinion,6174656804,47,my family's thinking is that bananas get their curved shape by growing towards the sun,not verified,banned,1450.0,52.0,17.0,0.0,0.0
15009,15010,opinion,6516757407,34,my family's thinking is that playing dance music helps ward off mosquitoes,not verified,active,1871.0,127.0,47.0,1.0,0.0
15010,15011,opinion,2181792012,43,my family's thinking is that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,7668.0,732.0,227.0,2.0,0.0
15011,15012,opinion,3846337163,50,my family's thinking is that the chicken is the closest relative to the t-rex,not verified,active,3777.0,1553.0,324.0,0.0,0.0
15012,15013,opinion,6492373216,49,my family's thinking is that ravens are always aware when someone is watching them,not verified,active,6352.0,305.0,38.0,7.0,2.0
15013,15014,opinion,6002979463,23,my family's thinking is that the roar of a lion can be heard up to 5 miles away,not verified,active,565.0,77.0,17.0,1.0,0.0
15014,15015,opinion,4799868104,13,my family's thinking is that violin bows are made from horsehair,not verified,under review,8752.0,1050.0,94.0,15.0,3.0
15015,15016,opinion,5810271088,53,my family's thinking is that mice typically only live for 6 months in the wild,not verified,active,4710.0,606.0,88.0,10.0,0.0
15016,15017,opinion,3668959394,15,my family's thinking is that the dwarf planet pluto was named by an 11-year-old girl,not verified,active,5627.0,566.0,142.0,11.0,4.0
15017,15018,opinion,4061778123,8,my family's thinking is that 12 plants and 5 animals make up 75% of diets around the world,not verified,active,643.0,187.0,18.0,3.0,0.0
15018,15019,opinion,5057771811,8,my family's thinking is that the human brain uses 20% of the body's oxygen,not verified,active,806.0,25.0,6.0,0.0,0.0
15019,15020,opinion,8139169767,10,my family's thinking is that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,6442.0,2134.0,70.0,19.0,1.0
